,n_estimators,learning_rate,score
510_0.026250000000000002,510,0.026250000000000002,0.5704699999656324
510_0.0425,510,0.0425,0.5774212617091452
510_0.058750000000000004,510,0.058750000000000004,0.5844163990808635
510_0.075,510,0.075,0.5887630273475942
510_0.09125,510,0.09125,0.5980368437028285
510_0.1075,510,0.1075,0.602745003535435
510_0.12375,510,0.12375,0.6078362344606407
510_0.14,510,0.14,0.6126013791850754
510_0.15625,510,0.15625,0.6240104292579147
510_0.17250000000000001,510,0.17250000000000001,0.6275572224677489
510_0.18875000000000003,510,0.18875000000000003,0.6370934826302737
510_0.20500000000000002,510,0.20500000000000002,0.6409283433415827
510_0.22125,510,0.22125,0.6472391446551199
510_0.23750000000000002,510,0.23750000000000002,0.6537506823988176
510_0.25375000000000003,510,0.25375000000000003,0.6601436791115246
510_0.27,510,0.27,0.6655380309727847
510_0.28625,510,0.28625,0.6793126224049723
510_0.3025,510,0.3025,0.6863060049593881
510_0.31875000000000003,510,0.31875000000000003,0.6926774994507467
510_0.335,510,0.335,0.6963315750986627
510_0.35125,510,0.35125,0.708464273780225
510_0.36750000000000005,510,0.36750000000000005,0.7151654311766481
510_0.38375000000000004,510,0.38375000000000004,0.7191556214417947
510_0.4,510,0.4,0.7326387930763567
535_0.01,535,0.01,0.5630267239802762
535_0.026250000000000002,535,0.026250000000000002,0.5709233302349023
535_0.0425,535,0.0425,0.5782315488998027
535_0.058750000000000004,535,0.058750000000000004,0.5854337538985591
535_0.075,535,0.075,0.5896877930830441
535_0.09125,535,0.09125,0.5995427709568294
535_0.1075,535,0.1075,0.6048503134528737
535_0.12375,535,0.12375,0.6097753582403322
535_0.14,535,0.14,0.6142727962839941
535_0.15625,535,0.15625,0.6258310729565972
535_0.17250000000000001,535,0.17250000000000001,0.6298385525678596
535_0.18875000000000003,535,0.18875000000000003,0.6391293690030214
535_0.20500000000000002,535,0.20500000000000002,0.642422922254681
535_0.22125,535,0.22125,0.6497774972033235
535_0.23750000000000002,535,0.23750000000000002,0.6565640302554747
535_0.25375000000000003,535,0.25375000000000003,0.6613396369557142
535_0.27,535,0.27,0.6691497878261241
535_0.28625,535,0.28625,0.682438174120476
535_0.3025,535,0.3025,0.6896795479265141
535_0.31875000000000003,535,0.31875000000000003,0.6952414552991046
535_0.335,535,0.335,0.6993889029171686
535_0.35125,535,0.35125,0.7119238003615452
535_0.36750000000000005,535,0.36750000000000005,0.7186411848363544
535_0.38375000000000004,535,0.38375000000000004,0.72382428362685
535_0.4,535,0.4,0.7365444047747499
560_0.01,560,0.01,0.5632932225764532
560_0.026250000000000002,560,0.026250000000000002,0.5713130443411674
560_0.0425,560,0.0425,0.5792888773551749
560_0.058750000000000004,560,0.058750000000000004,0.5866703239328962
560_0.075,560,0.075,0.590807940134977
560_0.09125,560,0.09125,0.6005820330497265
560_0.1075,560,0.1075,0.6065679864877942
560_0.12375,560,0.12375,0.6118439626316432
560_0.14,560,0.14,0.6158492703443622
560_0.15625,560,0.15625,0.6277368225421823
560_0.17250000000000001,560,0.17250000000000001,0.6320675443632968
560_0.18875000000000003,560,0.18875000000000003,0.6415929382036913
560_0.20500000000000002,560,0.20500000000000002,0.6441191610980265
560_0.22125,560,0.22125,0.652767378259621
560_0.23750000000000002,560,0.23750000000000002,0.6595836583539934
560_0.25375000000000003,560,0.25375000000000003,0.6652581062802324
560_0.27,560,0.27,0.6728484149359056
560_0.28625,560,0.28625,0.683729559267136
560_0.3025,560,0.3025,0.6934968296494735
560_0.31875000000000003,560,0.31875000000000003,0.6972972391558476
560_0.335,560,0.335,0.7023507494860846
560_0.35125,560,0.35125,0.7134395264954027
560_0.36750000000000005,560,0.36750000000000005,0.7230693935807808
560_0.38375000000000004,560,0.38375000000000004,0.7263945504606276
560_0.4,560,0.4,0.7399814163915492
585_0.01,585,0.01,0.5635522004404201
585_0.026250000000000002,585,0.026250000000000002,0.571714764875088
585_0.0425,585,0.0425,0.5800948647527339
585_0.058750000000000004,585,0.058750000000000004,0.5871500157488219
585_0.075,585,0.075,0.5917546215525423
585_0.09125,585,0.09125,0.6018487454357832
585_0.1075,585,0.1075,0.6086301762954215
585_0.12375,585,0.12375,0.6138750695595377
585_0.14,585,0.14,0.6177791770749531
585_0.15625,585,0.15625,0.6297393885491167
585_0.17250000000000001,585,0.17250000000000001,0.6341958993099359
585_0.18875000000000003,585,0.18875000000000003,0.6437066548850606
585_0.20500000000000002,585,0.20500000000000002,0.6460632331613865
585_0.22125,585,0.22125,0.6546157996371029
585_0.23750000000000002,585,0.23750000000000002,0.6624847324404435
585_0.25375000000000003,585,0.25375000000000003,0.6673183068214132
585_0.27,585,0.27,0.6751427293140064
585_0.28625,585,0.28625,0.6866174282554431
585_0.3025,585,0.3025,0.6960573099597097
585_0.31875000000000003,585,0.31875000000000003,0.6999280623734204
585_0.335,585,0.335,0.7061017556551549
585_0.35125,585,0.35125,0.7160951126060096
585_0.36750000000000005,585,0.36750000000000005,0.7248620771601213
585_0.38375000000000004,585,0.38375000000000004,0.7294116122054974
585_0.4,585,0.4,0.7411540802860825
610_0.01,610,0.01,0.5639217004403307
610_0.026250000000000002,610,0.026250000000000002,0.5720816165317422
610_0.0425,610,0.0425,0.5807122948345576
610_0.058750000000000004,610,0.058750000000000004,0.5882276866536469
610_0.075,610,0.075,0.5927450710515513
610_0.09125,610,0.09125,0.603155615049339
610_0.1075,610,0.1075,0.6099879501599725
610_0.12375,610,0.12375,0.6150045840238934
610_0.14,610,0.14,0.620247100728543
610_0.15625,610,0.15625,0.6319752853489821
610_0.17250000000000001,610,0.17250000000000001,0.6357114878571731
610_0.18875000000000003,610,0.18875000000000003,0.645522797108964
610_0.20500000000000002,610,0.20500000000000002,0.6476407874532465
610_0.22125,610,0.22125,0.6562953196310782
610_0.23750000000000002,610,0.23750000000000002,0.6646605664878246
610_0.25375000000000003,610,0.25375000000000003,0.6698801061713643
610_0.27,610,0.27,0.6768813781398509
610_0.28625,610,0.28625,0.6893191501947462
610_0.3025,610,0.3025,0.6985369569870536
610_0.31875000000000003,610,0.31875000000000003,0.7034483919189156
610_0.335,610,0.335,0.7096132973791864
610_0.35125,610,0.35125,0.7184492127342231
610_0.36750000000000005,610,0.36750000000000005,0.7288851943074053
610_0.38375000000000004,610,0.38375000000000004,0.7324990172328244
610_0.4,610,0.4,0.7452732406492116
635_0.01,635,0.01,0.5642757380071113
635_0.026250000000000002,635,0.026250000000000002,0.572424351620614
635_0.0425,635,0.0425,0.5812272584374271
635_0.058750000000000004,635,0.058750000000000004,0.5891730497127303
635_0.075,635,0.075,0.5938639397148041
635_0.09125,635,0.09125,0.6045948902174563
635_0.1075,635,0.1075,0.6114583716489841
635_0.12375,635,0.12375,0.6170591285991566
635_0.14,635,0.14,0.6220185924243677
635_0.15625,635,0.15625,0.6336246442712696
635_0.17250000000000001,635,0.17250000000000001,0.637935953554388
635_0.18875000000000003,635,0.18875000000000003,0.6476939368559147
635_0.20500000000000002,635,0.20500000000000002,0.6489769475468447
635_0.22125,635,0.22125,0.6583397711601165
635_0.23750000000000002,635,0.23750000000000002,0.6672493033775044
635_0.25375000000000003,635,0.25375000000000003,0.6718109118574912
635_0.27,635,0.27,0.6806509272725807
635_0.28625,635,0.28625,0.6929906242623939
635_0.3025,635,0.3025,0.7013503310645536
635_0.31875000000000003,635,0.31875000000000003,0.7062313966115892
635_0.335,635,0.335,0.7117656012280116
635_0.35125,635,0.35125,0.7208239183400551
635_0.36750000000000005,635,0.36750000000000005,0.731974683257127
635_0.38375000000000004,635,0.38375000000000004,0.7346637003441282
635_0.4,635,0.4,0.7480807977866673
660_0.01,660,0.01,0.5645020449080869
660_0.026250000000000002,660,0.026250000000000002,0.5727095998400972
660_0.0425,660,0.0425,0.5823720337891917
660_0.058750000000000004,660,0.058750000000000004,0.5900540775971952
660_0.075,660,0.075,0.5947734455051581
660_0.09125,660,0.09125,0.6060781089147144
660_0.1075,660,0.1075,0.6123971394735929
660_0.12375,660,0.12375,0.6185968813385013
660_0.14,660,0.14,0.6234958431018015
660_0.15625,660,0.15625,0.6353666332691487
660_0.17250000000000001,660,0.17250000000000001,0.6398670990023692
660_0.18875000000000003,660,0.18875000000000003,0.6499774258155006
660_0.20500000000000002,660,0.20500000000000002,0.6509786278738728
660_0.22125,660,0.22125,0.6610861962860293
660_0.23750000000000002,660,0.23750000000000002,0.66925513171056
660_0.25375000000000003,660,0.25375000000000003,0.6747408985509485
660_0.27,660,0.27,0.6835482733082229
660_0.28625,660,0.28625,0.6956573901530861
660_0.3025,660,0.3025,0.704762844467021
660_0.31875000000000003,660,0.31875000000000003,0.7078065310713493
660_0.335,660,0.335,0.7142935104466123
660_0.35125,660,0.35125,0.7240469366801091
660_0.36750000000000005,660,0.36750000000000005,0.734426560710062
660_0.38375000000000004,660,0.38375000000000004,0.7378599801352577
660_0.4,660,0.4,0.7509062620100053
685_0.01,685,0.01,0.5647590006988659
685_0.026250000000000002,685,0.026250000000000002,0.5732117115388604
685_0.0425,685,0.0425,0.5828776113086589
685_0.058750000000000004,685,0.058750000000000004,0.59116960174637
685_0.075,685,0.075,0.596340755767199
685_0.09125,685,0.09125,0.6071210006385056
685_0.1075,685,0.1075,0.6140429887778015
685_0.12375,685,0.12375,0.6207399478618786
685_0.14,685,0.14,0.6250401735577212
685_0.15625,685,0.15625,0.6361538513968883
685_0.17250000000000001,685,0.17250000000000001,0.6412317156658353
685_0.18875000000000003,685,0.18875000000000003,0.6520283934932968
685_0.20500000000000002,685,0.20500000000000002,0.6533613205915068
685_0.22125,685,0.22125,0.6650386307183901
685_0.23750000000000002,685,0.23750000000000002,0.672232014608194
685_0.25375000000000003,685,0.25375000000000003,0.6771678661657169
685_0.27,685,0.27,0.6857900687097921
685_0.28625,685,0.28625,0.6982909613310735
685_0.3025,685,0.3025,0.7059241427889434
685_0.31875000000000003,685,0.31875000000000003,0.7101669671953785
685_0.335,685,0.335,0.7168718750642068
685_0.35125,685,0.35125,0.7263968098086239
685_0.36750000000000005,685,0.36750000000000005,0.7367047966703659
685_0.38375000000000004,685,0.38375000000000004,0.7408298157964991
685_0.4,685,0.4,0.7543445642442925
710_0.01,710,0.01,0.5651178798915084
710_0.026250000000000002,710,0.026250000000000002,0.5737768974138795
710_0.0425,710,0.0425,0.5836445848851034
710_0.058750000000000004,710,0.058750000000000004,0.5924581687598024
710_0.075,710,0.075,0.5973650268544561
710_0.09125,710,0.09125,0.6074462051126592
710_0.1075,710,0.1075,0.6149411632846092
710_0.12375,710,0.12375,0.6219364982414117
710_0.14,710,0.14,0.6257856984076566
710_0.15625,710,0.15625,0.6371280258608635
710_0.17250000000000001,710,0.17250000000000001,0.642808610002989
710_0.18875000000000003,710,0.18875000000000003,0.6538412063015929
710_0.20500000000000002,710,0.20500000000000002,0.6557061269604499
710_0.22125,710,0.22125,0.6666991842857296
710_0.23750000000000002,710,0.23750000000000002,0.6744107732545906
710_0.25375000000000003,710,0.25375000000000003,0.679459677738718
710_0.27,710,0.27,0.6870803565198894
710_0.28625,710,0.28625,0.7015708259430018
710_0.3025,710,0.3025,0.7079217388155493
710_0.31875000000000003,710,0.31875000000000003,0.7126084516718848
710_0.335,710,0.335,0.7189332419107292
710_0.35125,710,0.35125,0.7284947127506155
710_0.36750000000000005,710,0.36750000000000005,0.738371734909404
710_0.38375000000000004,710,0.38375000000000004,0.7449387710890905
710_0.4,710,0.4,0.7566096885415307
735_0.01,735,0.01,0.5654247402160939
735_0.026250000000000002,735,0.026250000000000002,0.5742105409399155
735_0.0425,735,0.0425,0.5845923457717909
735_0.058750000000000004,735,0.058750000000000004,0.5934318189991719
735_0.075,735,0.075,0.5989617092972008
735_0.09125,735,0.09125,0.6088583982242297
735_0.1075,735,0.1075,0.615966352290227
735_0.12375,735,0.12375,0.6235171834862727
735_0.14,735,0.14,0.627039906210332
735_0.15625,735,0.15625,0.6379658037995842
735_0.17250000000000001,735,0.17250000000000001,0.6441688789581714
735_0.18875000000000003,735,0.18875000000000003,0.6559571914960233
735_0.20500000000000002,735,0.20500000000000002,0.6576432820537244
735_0.22125,735,0.22125,0.6683823864130721
735_0.23750000000000002,735,0.23750000000000002,0.675522674685288
735_0.25375000000000003,735,0.25375000000000003,0.6822119253011374
735_0.27,735,0.27,0.6891970774955324
735_0.28625,735,0.28625,0.7039444738435071
735_0.3025,735,0.3025,0.7094178052965663
735_0.31875000000000003,735,0.31875000000000003,0.7153037689563646
735_0.335,735,0.335,0.7215251621046151
735_0.35125,735,0.35125,0.7318241552548205
735_0.36750000000000005,735,0.36750000000000005,0.7395320022820631
735_0.38375000000000004,735,0.38375000000000004,0.7477198673577098
735_0.4,735,0.4,0.7582358652821675
760_0.01,760,0.01,0.565809841826614
760_0.026250000000000002,760,0.026250000000000002,0.5746164903986922
760_0.0425,760,0.0425,0.5851369781605162
760_0.058750000000000004,760,0.058750000000000004,0.5943351675903938
760_0.075,760,0.075,0.60010499699269
760_0.09125,760,0.09125,0.6103775405750973
760_0.1075,760,0.1075,0.6165951503167356
760_0.12375,760,0.12375,0.6250156740918363
760_0.14,760,0.14,0.6289103649255622
760_0.15625,760,0.15625,0.6393812804611225
760_0.17250000000000001,760,0.17250000000000001,0.6456427485533303
760_0.18875000000000003,760,0.18875000000000003,0.6577746886315199
760_0.20500000000000002,760,0.20500000000000002,0.6588584729379173
760_0.22125,760,0.22125,0.6700976679063435
760_0.23750000000000002,760,0.23750000000000002,0.6774550041386028
760_0.25375000000000003,760,0.25375000000000003,0.6842291735688145
760_0.27,760,0.27,0.6913973308542521
760_0.28625,760,0.28625,0.705838902299934
760_0.3025,760,0.3025,0.7118321317213528
760_0.31875000000000003,760,0.31875000000000003,0.717563966249868
760_0.335,760,0.335,0.7237504870126406
760_0.35125,760,0.35125,0.7330444342898509
760_0.36750000000000005,760,0.36750000000000005,0.7405881299321833
760_0.38375000000000004,760,0.38375000000000004,0.7494382040485456
760_0.4,760,0.4,0.7606609678894666
785_0.01,785,0.01,0.5661265416934049
785_0.026250000000000002,785,0.026250000000000002,0.5750792160537042
785_0.0425,785,0.0425,0.5857044876329084
785_0.058750000000000004,785,0.058750000000000004,0.5953766651845769
785_0.075,785,0.075,0.6006481433779487
785_0.09125,785,0.09125,0.6114463714452885
785_0.1075,785,0.1075,0.617661502313969
785_0.12375,785,0.12375,0.6266474458974738
785_0.14,785,0.14,0.6300681946030835
785_0.15625,785,0.15625,0.641258305681808
785_0.17250000000000001,785,0.17250000000000001,0.6467115517164226
785_0.18875000000000003,785,0.18875000000000003,0.6593550188793029
785_0.20500000000000002,785,0.20500000000000002,0.6602705561005704
785_0.22125,785,0.22125,0.6722053366075436
785_0.23750000000000002,785,0.23750000000000002,0.6791313412403671
785_0.25375000000000003,785,0.25375000000000003,0.6861129884431446
785_0.27,785,0.27,0.6932820880029232
785_0.28625,785,0.28625,0.7079825399014552
785_0.3025,785,0.3025,0.714285697001871
785_0.31875000000000003,785,0.31875000000000003,0.719937385120555
785_0.335,785,0.335,0.7257186345821763
785_0.35125,785,0.35125,0.734456923567701
785_0.36750000000000005,785,0.36750000000000005,0.7435309179103721
785_0.38375000000000004,785,0.38375000000000004,0.7515273658722912
785_0.4,785,0.4,0.7627466083190584
810_0.01,810,0.01,0.5663976808963131
810_0.026250000000000002,810,0.026250000000000002,0.5755476710620041
810_0.0425,810,0.0425,0.5865937380962167
810_0.058750000000000004,810,0.058750000000000004,0.5965254299544647
810_0.075,810,0.075,0.6016138157701638
810_0.09125,810,0.09125,0.6122821285780571
810_0.1075,810,0.1075,0.6185508839302826
810_0.12375,810,0.12375,0.6270740118084032
810_0.14,810,0.14,0.6315879563361467
810_0.15625,810,0.15625,0.6424177769349954
810_0.17250000000000001,810,0.17250000000000001,0.6476389421820457
810_0.18875000000000003,810,0.18875000000000003,0.6610185129259731
810_0.20500000000000002,810,0.20500000000000002,0.6620288321084173
810_0.22125,810,0.22125,0.6743518433591733
810_0.23750000000000002,810,0.23750000000000002,0.6804892779678213
810_0.25375000000000003,810,0.25375000000000003,0.6879250360795264
810_0.27,810,0.27,0.6943159819683138
810_0.28625,810,0.28625,0.7096005444513886
810_0.3025,810,0.3025,0.7171496302157351
810_0.31875000000000003,810,0.31875000000000003,0.7229005080855356
810_0.335,810,0.335,0.7272707329909476
810_0.35125,810,0.35125,0.7369176912022324
810_0.36750000000000005,810,0.36750000000000005,0.7467055888966653
810_0.38375000000000004,810,0.38375000000000004,0.7541442899626262
810_0.4,810,0.4,0.7649803838861405
835_0.01,835,0.01,0.5666439636148133
835_0.026250000000000002,835,0.026250000000000002,0.5758445073846131
835_0.0425,835,0.0425,0.5875718374408588
835_0.058750000000000004,835,0.058750000000000004,0.5975305252756574
835_0.075,835,0.075,0.6027800068496381
835_0.09125,835,0.09125,0.6135836202426431
835_0.1075,835,0.1075,0.619596752630044
835_0.12375,835,0.12375,0.6278936909906222
835_0.14,835,0.14,0.6329304288309076
835_0.15625,835,0.15625,0.6436548137591941
835_0.17250000000000001,835,0.17250000000000001,0.6492051484756829
835_0.18875000000000003,835,0.18875000000000003,0.6626372511940738
835_0.20500000000000002,835,0.20500000000000002,0.6633059204062779
835_0.22125,835,0.22125,0.6770922730299183
835_0.23750000000000002,835,0.23750000000000002,0.6826861792971352
835_0.25375000000000003,835,0.25375000000000003,0.6900702494299621
835_0.27,835,0.27,0.6971712912225014
835_0.28625,835,0.28625,0.7115169474952925
835_0.3025,835,0.3025,0.7203167362960313
835_0.31875000000000003,835,0.31875000000000003,0.7253450952034142
835_0.335,835,0.335,0.7287238158447008
835_0.35125,835,0.35125,0.7386647920732081
835_0.36750000000000005,835,0.36750000000000005,0.7482200632766166
835_0.38375000000000004,835,0.38375000000000004,0.7561419609544595
835_0.4,835,0.4,0.7672103891228187
860_0.01,860,0.01,0.5669114090894695
860_0.026250000000000002,860,0.026250000000000002,0.5759918086106999
860_0.0425,860,0.0425,0.5884870725929137
860_0.058750000000000004,860,0.058750000000000004,0.598413990597941
860_0.075,860,0.075,0.6037556735376064
860_0.09125,860,0.09125,0.6148186096301514
860_0.1075,860,0.1075,0.6210168229480576
860_0.12375,860,0.12375,0.6289326333500974
860_0.14,860,0.14,0.6344028466951216
860_0.15625,860,0.15625,0.6455905053528226
860_0.17250000000000001,860,0.17250000000000001,0.6506160638042272
860_0.18875000000000003,860,0.18875000000000003,0.6636194486133099
860_0.20500000000000002,860,0.20500000000000002,0.6645253037201644
860_0.22125,860,0.22125,0.678321920750502
860_0.23750000000000002,860,0.23750000000000002,0.6838969003004177
860_0.25375000000000003,860,0.25375000000000003,0.692208234890859
860_0.27,860,0.27,0.6989111410432254
860_0.28625,860,0.28625,0.7138220978549047
860_0.3025,860,0.3025,0.7217048094260496
860_0.31875000000000003,860,0.31875000000000003,0.7269711654479978
860_0.335,860,0.335,0.7304635302745013
860_0.35125,860,0.35125,0.7403492818136086
860_0.36750000000000005,860,0.36750000000000005,0.7507274996075852
860_0.38375000000000004,860,0.38375000000000004,0.7583541679344611
860_0.4,860,0.4,0.7690500779938804
885_0.01,885,0.01,0.5670905089401125
885_0.026250000000000002,885,0.026250000000000002,0.5766198409913534
885_0.0425,885,0.0425,0.5893107625724716
885_0.058750000000000004,885,0.058750000000000004,0.5990946994747198
885_0.075,885,0.075,0.6043377897428367
885_0.09125,885,0.09125,0.6156585747498472
885_0.1075,885,0.1075,0.621984972088891
885_0.12375,885,0.12375,0.6301869420542909
885_0.14,885,0.14,0.6368794011822773
885_0.15625,885,0.15625,0.6479618899199138
885_0.17250000000000001,885,0.17250000000000001,0.6521863995263283
885_0.18875000000000003,885,0.18875000000000003,0.6651513608541594
885_0.20500000000000002,885,0.20500000000000002,0.6672612075638842
885_0.22125,885,0.22125,0.679424049139935
885_0.23750000000000002,885,0.23750000000000002,0.6849586322829117
885_0.25375000000000003,885,0.25375000000000003,0.6940928942146264
885_0.27,885,0.27,0.7010902652318443
885_0.28625,885,0.28625,0.7165059227094444
885_0.3025,885,0.3025,0.7240097545693736
885_0.31875000000000003,885,0.31875000000000003,0.7286369539260112
885_0.335,885,0.335,0.7317224173197968
885_0.35125,885,0.35125,0.741354658948683
885_0.36750000000000005,885,0.36750000000000005,0.7518952769321953
885_0.38375000000000004,885,0.38375000000000004,0.7603217830818977
885_0.4,885,0.4,0.7720093453626942
910_0.01,910,0.01,0.5672828611878994
910_0.026250000000000002,910,0.026250000000000002,0.5772829261099915
910_0.0425,910,0.0425,0.5899047291101143
910_0.058750000000000004,910,0.058750000000000004,0.5998553339230147
910_0.075,910,0.075,0.6059005843100504
910_0.09125,910,0.09125,0.6169784394224261
910_0.1075,910,0.1075,0.6232092929177733
910_0.12375,910,0.12375,0.6313176244404891
910_0.14,910,0.14,0.6382430910356794
910_0.15625,910,0.15625,0.6489690254234718
910_0.17250000000000001,910,0.17250000000000001,0.6536256565063433
910_0.18875000000000003,910,0.18875000000000003,0.6673607488167955
910_0.20500000000000002,910,0.20500000000000002,0.6689049455322222
910_0.22125,910,0.22125,0.6814572613152078
910_0.23750000000000002,910,0.23750000000000002,0.6877717094172281
910_0.25375000000000003,910,0.25375000000000003,0.6961071970911645
910_0.27,910,0.27,0.7014922132256062
910_0.28625,910,0.28625,0.7192552824485942
910_0.3025,910,0.3025,0.7256047940824804
910_0.31875000000000003,910,0.31875000000000003,0.7306701574373978
910_0.335,910,0.335,0.7336415954124801
910_0.35125,910,0.35125,0.7426027287871835
910_0.36750000000000005,910,0.36750000000000005,0.7539755559245456
910_0.38375000000000004,910,0.38375000000000004,0.7618205102127381
910_0.4,910,0.4,0.773591714517945
935_0.01,935,0.01,0.5675175042669358
935_0.026250000000000002,935,0.026250000000000002,0.5779154339029507
935_0.0425,935,0.0425,0.5901431813859459
935_0.058750000000000004,935,0.058750000000000004,0.6006385215573056
935_0.075,935,0.075,0.6064918056219142
935_0.09125,935,0.09125,0.6176800828009598
935_0.1075,935,0.1075,0.623940168935393
935_0.12375,935,0.12375,0.6325632262651147
935_0.14,935,0.14,0.6395922713904971
935_0.15625,935,0.15625,0.6501558723270302
935_0.17250000000000001,935,0.17250000000000001,0.6554321566722132
935_0.18875000000000003,935,0.18875000000000003,0.669225055612787
935_0.20500000000000002,935,0.20500000000000002,0.6700549825642687
935_0.22125,935,0.22125,0.6827011895726643
935_0.23750000000000002,935,0.23750000000000002,0.6891715377258149
935_0.25375000000000003,935,0.25375000000000003,0.6989432392061189
935_0.27,935,0.27,0.7029662105695165
935_0.28625,935,0.28625,0.7211721377656458
935_0.3025,935,0.3025,0.7274141203249104
935_0.31875000000000003,935,0.31875000000000003,0.7318970082033699
935_0.335,935,0.335,0.7345308566675116
935_0.35125,935,0.35125,0.7432361752580036
935_0.36750000000000005,935,0.36750000000000005,0.755644383124586
935_0.38375000000000004,935,0.38375000000000004,0.7636726079352557
935_0.4,935,0.4,0.7745438624922792
960_0.01,960,0.01,0.5677114407374925
960_0.026250000000000002,960,0.026250000000000002,0.5784978694468534
960_0.0425,960,0.0425,0.5906754033427956
960_0.058750000000000004,960,0.058750000000000004,0.6017357807695407
960_0.075,960,0.075,0.6072939003123231
960_0.09125,960,0.09125,0.6184953330790414
960_0.1075,960,0.1075,0.62510539021285
960_0.12375,960,0.12375,0.6335448768947404
960_0.14,960,0.14,0.6407304503810674
960_0.15625,960,0.15625,0.6508581811047406
960_0.17250000000000001,960,0.17250000000000001,0.6567740252322306
960_0.18875000000000003,960,0.18875000000000003,0.6708290024613905
960_0.20500000000000002,960,0.20500000000000002,0.6707812145397495
960_0.22125,960,0.22125,0.6849784330332112
960_0.23750000000000002,960,0.23750000000000002,0.6908116890803869
960_0.25375000000000003,960,0.25375000000000003,0.7007445493967548
960_0.27,960,0.27,0.7038726892606195
960_0.28625,960,0.28625,0.722437887916918
960_0.3025,960,0.3025,0.7291313865400393
960_0.31875000000000003,960,0.31875000000000003,0.7344566652398972
960_0.335,960,0.335,0.7358552948699182
960_0.35125,960,0.35125,0.7455085168886805
960_0.36750000000000005,960,0.36750000000000005,0.7570749974621406
960_0.38375000000000004,960,0.38375000000000004,0.7650982329210517
960_0.4,960,0.4,0.7764628984546149
985_0.01,985,0.01,0.5678917288770214
985_0.026250000000000002,985,0.026250000000000002,0.5790153638524423
985_0.0425,985,0.0425,0.5914047879540321
985_0.058750000000000004,985,0.058750000000000004,0.60272424564658
985_0.075,985,0.075,0.608186258544565
985_0.09125,985,0.09125,0.6190911148207249
985_0.1075,985,0.1075,0.6266348873160694
985_0.12375,985,0.12375,0.6352261106190956
985_0.14,985,0.14,0.641782464380346
985_0.15625,985,0.15625,0.6520991627868286
985_0.17250000000000001,985,0.17250000000000001,0.6584207841170177
985_0.18875000000000003,985,0.18875000000000003,0.6718383088116723
985_0.20500000000000002,985,0.20500000000000002,0.6725030164053439
985_0.22125,985,0.22125,0.6863254212443702
985_0.23750000000000002,985,0.23750000000000002,0.6930344017761675
985_0.25375000000000003,985,0.25375000000000003,0.702155875798519
985_0.27,985,0.27,0.7062193794840177
985_0.28625,985,0.28625,0.7237572887845831
985_0.3025,985,0.3025,0.7300268234004194
985_0.31875000000000003,985,0.31875000000000003,0.73600976694145
985_0.335,985,0.335,0.7375244674581657
985_0.35125,985,0.35125,0.7466085297690538
985_0.36750000000000005,985,0.36750000000000005,0.7583699173365636
985_0.38375000000000004,985,0.38375000000000004,0.7662393561466248
985_0.4,985,0.4,0.7774903976517209
